"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Production workers for pay period including June 12 (EMPQ2PW)","Production workers for pay period including Sept 12 (EMPQ3PW)","Production workers for pay period including Dec 12 (EMPQ4PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000)  (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of purchased fuels consumed ($1,000)  (CSTFU)","Cost of purchased electricity ($1,000)  (CSTELEC)","Cost of contract work ($1,000)  (CSTCNT)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000)  (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000)  (ASTBGN)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating percent of total sales, value of shipments, or revenue imputed (RCPTOT_IMP)","Range indicating percent of total annual payroll imputed (PAYANN_IMP)","Range indicating percent of total employees imputed (EMP_IMP)"
"Stevens County, Washington","81111","Automotive mechanical and electrical repair and maintenance","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","811111","General automotive repair","2017","D","D","D","1,835","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","D"
"Stevens County, Washington","81112","Automotive body, paint, interior, and glass repair","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","811121","Automotive body, paint, and interior repair and maintenance","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","8113","Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","81131","Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","811310","Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","812","Personal and laundry services","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","8121","Personal care services","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","81211","Hair, nail, and skin care services","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","812112","Beauty salons","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","8129","Other personal services","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","81291","Pet care (except veterinary) services","2017","5","5","705","245","50","15","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","Less than 10%","20% to less than 30%"
"Stevens County, Washington","812910","Pet care (except veterinary) services","2017","5","5","705","245","50","15","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","Less than 10%","20% to less than 30%"
"Stevens County, Washington","813","Religious, grantmaking, civic, professional, and similar organizations","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","8133","Social advocacy organizations","2017","3","3","482","146","41","5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Stevens County, Washington","81331","Social advocacy organizations","2017","3","3","482","146","41","5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Stevens County, Washington","8134","Civic and social organizations","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","81341","Civic and social organizations","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","813410","Civic and social organizations","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Stevens County, Washington","8139","Business, professional, labor, political, and similar organizations","2017","D","D","D","D","D","0 to 19 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","31-33","Manufacturing","2017","D","D","D","D","D","2,367","D","N","N","N","1,344","52,268","N","N","N","N","N","129,398","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","80% to less than 90%"
"Whitman County, Washington","312","Beverage and tobacco product manufacturing","2017","3","3","779","217","D","0 to 19 employees","3","N","N","N","D","D","N","N","N","N","N","270","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","D"
"Whitman County, Washington","334","Computer and electronic product manufacturing","2017","D","D","D","D","D","1,000 to 2,499 employees","D","N","N","N","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","336","Transportation equipment manufacturing","2017","3","3","3,071","D","D","0 to 19 employees","D","N","N","N","14","D","N","N","N","N","N","1,318","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","D","D"
"Whitman County, Washington","339","Miscellaneous manufacturing","2017","3","3","780","180","D","0 to 19 employees","D","N","N","N","6","D","N","N","N","N","N","310","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","60% to less than 70%","D"
"Whitman County, Washington","44-45","Retail trade","2017","75","91","411,293","36,450","9,115","1,456","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Whitman County, Washington","441","Motor vehicle and parts dealers","2017","11","12","142,671","8,836","2,312","198","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","Less than 10%"
"Whitman County, Washington","4411","Automobile dealers","2017","4","4","131,438","7,265","1,970","149","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","Less than 10%"
"Whitman County, Washington","44111","New car dealers","2017","4","4","131,438","7,265","1,970","149","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","Less than 10%"
"Whitman County, Washington","441110","New car dealers","2017","4","4","131,438","7,265","1,970","149","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","Less than 10%"
"Whitman County, Washington","4413","Automotive parts, accessories, and tire stores","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","44131","Automotive parts and accessories stores","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","441310","Automotive parts and accessories stores","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","444","Building material and garden equipment and supplies dealers","2017","9","10","29,049","4,901","1,026","150","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","4441","Building material and supplies dealers","2017","D","D","D","D","D","100 to 249 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","44413","Hardware stores","2017","4","4","3,758","649","150","32","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","444130","Hardware stores","2017","4","4","3,758","649","150","32","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","445","Food and beverage stores","2017","D","D","D","D","D","250 to 499 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","4451","Grocery stores","2017","12","12","60,289","5,759","1,414","294","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","44511","Supermarkets and other grocery (except convenience) stores","2017","9","9","57,476","5,597","1,377","277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","445110","Supermarkets and other grocery (except convenience) stores","2017","9","9","57,476","5,597","1,377","277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","44512","Convenience stores","2017","3","3","2,813","162","37","17","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","445120","Convenience stores","2017","3","3","2,813","162","37","17","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","446","Health and personal care stores","2017","6","7","23,816","2,644","660","82","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","4461","Health and personal care stores","2017","6","7","23,816","2,644","660","82","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Whitman County, Washington","44611","Pharmacies and drug stores","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","446110","Pharmacies and drug stores","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Whitman County, Washington","447","Gasoline stations","2017","8","18","49,775","1,719","462","73","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Whitman County, Washington","4471","Gasoline stations","2017","8","18","49,775","1,719","462","73","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Whitman County, Washington","44711","Gasoline stations with convenience stores","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
